1.062135e+01 1.061319e+01 
1.062143e+01 -1.062975e+01 
1.062136e+01 -9.511421e+00 
1.062130e+01 -8.393732e+00 
1.062131e+01 -7.276135e+00 
1.062140e+01 -6.158078e+00 
1.062145e+01 -5.041251e+00 
1.062136e+01 -3.924407e+00 
1.062140e+01 -2.807340e+00 
1.062139e+01 -1.690173e+00 
1.062137e+01 -5.720021e-01 
1.062139e+01 5.451800e-01 
1.062139e+01 1.663354e+00 
1.062143e+01 2.781604e+00 
1.062132e+01 3.899853e+00 
1.062135e+01 5.018994e+00 
1.062143e+01 6.137479e+00 
1.062134e+01 7.256884e+00 
1.062141e+01 8.375883e+00 
1.062134e+01 9.494453e+00 
-1.062133e+01 1.062679e+01 
-1.062126e+01 -1.061653e+01 
-1.062131e+01 -9.499266e+00 
-1.062138e+01 -8.380513e+00 
-1.062137e+01 -7.262507e+00 
-1.062131e+01 -6.144174e+00 
-1.062128e+01 -5.025376e+00 
-1.062138e+01 -3.907881e+00 
-1.062134e+01 -2.789809e+00 
-1.062138e+01 -1.671512e+00 
-1.062141e+01 -5.529415e-01 
-1.062141e+01 5.657667e-01 
-1.062142e+01 1.684252e+00 
-1.062137e+01 2.802683e+00 
-1.062148e+01 3.920278e+00 
-1.062143e+01 5.038144e+00 
-1.062130e+01 6.156605e+00 
-1.062140e+01 7.273765e+00 
-1.062133e+01 8.391949e+00 
-1.062136e+01 9.509483e+00 
-9.503290e+00 1.062047e+01 
-9.503202e+00 -1.062176e+01 
-9.503251e+00 -9.504073e+00 
-9.503318e+00 -8.385304e+00 
-9.503325e+00 -7.267394e+00 
-9.503253e+00 -6.149244e+00 
-9.503237e+00 -5.030802e+00 
-9.503320e+00 -3.913991e+00 
-9.503272e+00 -2.795766e+00 
-9.503310e+00 -1.678224e+00 
-9.503374e+00 -5.601545e-01 
-9.503383e+00 5.584856e-01 
-9.503379e+00 1.675747e+00 
-9.503324e+00 2.794363e+00 
-9.503441e+00 3.911752e+00 
-9.503382e+00 5.029439e+00 
-9.503251e+00 6.148341e+00 
-9.503361e+00 7.266023e+00 
-9.503289e+00 8.385081e+00 
-9.503322e+00 9.502815e+00 
-8.385245e+00 1.062538e+01 
-8.385147e+00 -1.061636e+01 
-8.385198e+00 -9.497305e+00 
-8.385268e+00 -8.379141e+00 
-8.385282e+00 -7.261328e+00 
-8.385202e+00 -6.143504e+00 
-8.385178e+00 -5.025251e+00 
-8.385269e+00 -3.906785e+00 
-8.385213e+00 -2.789290e+00 
-8.385252e+00 -1.671255e+00 
-8.385324e+00 -5.541281e-01 
-8.385325e+00 5.627764e-01 
-8.385330e+00 1.680016e+00 
-8.385241e+00 2.797659e+00 
-8.385373e+00 3.916183e+00 
-8.385303e+00 5.034223e+00 
-8.385210e+00 6.152147e+00 
-8.385288e+00 7.270441e+00 
-8.385228e+00 8.387950e+00 
-8.385287e+00 9.506341e+00 
-7.267238e+00 1.061470e+01 
-7.267162e+00 -1.062805e+01 
-7.267204e+00 -9.510296e+00 
-7.267261e+00 -8.391631e+00 
-7.267267e+00 -7.273219e+00 
-7.267187e+00 -6.154384e+00 
-7.267173e+00 -5.035953e+00 
-7.267231e+00 -3.918149e+00 
-7.267194e+00 -2.798963e+00 
-7.267235e+00 -1.679875e+00 
-7.267255e+00 -5.609066e-01 
-7.267275e+00 5.574584e-01 
-7.267275e+00 1.674690e+00 
-7.267188e+00 2.792608e+00 
-7.267307e+00 3.909563e+00 
-7.267256e+00 5.027206e+00 
-7.267152e+00 6.145272e+00 
-7.267259e+00 7.262757e+00 
-7.267195e+00 8.380735e+00 
-7.267271e+00 9.497754e+00 
-6.149251e+00 1.062675e+01 
-6.149177e+00 -1.061542e+01 
-6.149222e+00 -9.497007e+00 
-6.149250e+00 -8.379555e+00 
-6.149249e+00 -7.262141e+00 
-6.149165e+00 -6.144530e+00 
-6.149135e+00 -5.026924e+00 
-6.149204e+00 -3.908286e+00 
-6.149157e+00 -2.790684e+00 
-6.149194e+00 -1.672032e+00 
-6.149233e+00 -5.544666e-01 
-6.149210e+00 5.627675e-01 
-6.149231e+00 1.680925e+00 
-6.149138e+00 2.799220e+00 
-6.149274e+00 3.918278e+00 
-6.149208e+00 5.036459e+00 
-6.149125e+00 6.154437e+00 
-6.149237e+00 7.272682e+00 
-6.149183e+00 8.390073e+00 
-6.149263e+00 9.508404e+00 
-5.031201e+00 1.062658e+01 
-5.031113e+00 -1.061602e+01 
-5.031132e+00 -9.497000e+00 
-5.031183e+00 -8.378767e+00 
-5.031187e+00 -7.259468e+00 
-5.031079e+00 -6.140691e+00 
-5.031082e+00 -5.022401e+00 
-5.031161e+00 -3.903486e+00 
-5.031098e+00 -2.785733e+00 
-5.031132e+00 -1.667519e+00 
-5.031193e+00 -5.490938e-01 
-5.031171e+00 5.682447e-01 
-5.031179e+00 1.685907e+00 
-5.031086e+00 2.803026e+00 
-5.031206e+00 3.920383e+00 
-5.031143e+00 5.037625e+00 
-5.031066e+00 6.155036e+00 
-5.031179e+00 7.273691e+00 
-5.031127e+00 8.390613e+00 
-5.031209e+00 9.508360e+00 
-3.913209e+00 1.061358e+01 
-3.913121e+00 -1.062929e+01 
-3.913168e+00 -9.512239e+00 
-3.913226e+00 -8.394591e+00 
-3.913234e+00 -7.276324e+00 
-3.913149e+00 -6.158711e+00 
-3.913169e+00 -5.039997e+00 
-3.913239e+00 -3.921580e+00 
