1.062133e+01 1.061493e+01 
1.062138e+01 -1.062681e+01 
1.062134e+01 -9.508077e+00 
1.062129e+01 -8.390946e+00 
1.062129e+01 -7.273835e+00 
1.062135e+01 -6.156043e+00 
1.062137e+01 -5.038217e+00 
1.062133e+01 -3.920497e+00 
1.062135e+01 -2.802551e+00 
1.062133e+01 -1.684994e+00 
1.062133e+01 -5.668248e-01 
1.062134e+01 5.506703e-01 
1.062135e+01 1.668904e+00 
1.062138e+01 2.788018e+00 
1.062132e+01 3.905603e+00 
1.062135e+01 5.023959e+00 
1.062140e+01 6.141620e+00 
1.062134e+01 7.260937e+00 
1.062136e+01 8.378876e+00 
1.062131e+01 9.497011e+00 
-1.062136e+01 1.062530e+01 
-1.062130e+01 -1.061663e+01 
-1.062135e+01 -9.499765e+00 
-1.062136e+01 -8.380991e+00 
-1.062139e+01 -7.264479e+00 
-1.062133e+01 -6.147444e+00 
-1.062130e+01 -5.029344e+00 
-1.062135e+01 -3.910093e+00 
-1.062133e+01 -2.791793e+00 
-1.062136e+01 -1.672607e+00 
-1.062136e+01 -5.547832e-01 
-1.062134e+01 5.630005e-01 
-1.062135e+01 1.681373e+00 
-1.062129e+01 2.798999e+00 
-1.062135e+01 3.916368e+00 
-1.062133e+01 5.034777e+00 
-1.062127e+01 6.152820e+00 
-1.062133e+01 7.270177e+00 
-1.062132e+01 8.388856e+00 
-1.062137e+01 9.507196e+00 
-9.503322e+00 1.062110e+01 
-9.503282e+00 -1.062097e+01 
-9.503310e+00 -9.502913e+00 
-9.503342e+00 -8.385076e+00 
-9.503338e+00 -7.267660e+00 
-9.503280e+00 -6.149082e+00 
-9.503258e+00 -5.031159e+00 
-9.503305e+00 -3.913262e+00 
-9.503283e+00 -2.794890e+00 
-9.503308e+00 -1.676699e+00 
-9.503323e+00 -5.589178e-01 
-9.503302e+00 5.589783e-01 
-9.503307e+00 1.675591e+00 
-9.503260e+00 2.794948e+00 
-9.503314e+00 3.913131e+00 
-9.503293e+00 5.030964e+00 
-9.503227e+00 6.149087e+00 
-9.503309e+00 7.266551e+00 
-9.503265e+00 8.384832e+00 
-9.503318e+00 9.503256e+00 
-8.385283e+00 1.062475e+01 
-8.385227e+00 -1.061906e+01 
-8.385265e+00 -9.500544e+00 
-8.385309e+00 -8.382077e+00 
-8.385301e+00 -7.263837e+00 
-8.385242e+00 -6.145666e+00 
-8.385223e+00 -5.027062e+00 
